Ingredient code,Ingredient despcription,Nutrient code,Nutrient description ,Nutrient value
14041,"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",204,Total Fat,5.38
14041,"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",601,Cholesterol,4
14041,"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",606,"Fatty acids, total saturated",0.42
14041,"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",645,"Fatty acids, total monounsaturated",2.551
14041,"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",646,"Fatty acids, total polyunsaturated",0.122
14044,"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",204,Total Fat,3.38
14044,"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",601,Cholesterol,4
14044,"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",606,"Fatty acids, total saturated",0.508
14044,"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",645,"Fatty acids, total monounsaturated",2.1
14044,"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",646,"Fatty acids, total polyunsaturated",0.767
14045,"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",204,Total Fat,1.93
14045,"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",601,Cholesterol,3
14045,"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",606,"Fatty acids, total saturated",0.54
14045,"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",645,"Fatty acids, total monounsaturated",0.97
14045,"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",646,"Fatty acids, total polyunsaturated",0.32
14047,"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",204,Total Fat,13.34
14047,"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",601,Cholesterol,5
14047,"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",606,"Fatty acids, total saturated",1.45
14047,"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",645,"Fatty acids, total monounsaturated",10.51
14047,"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",646,"Fatty acids, total polyunsaturated",1.19
14050,"Alcoholic beverage, distilled, rum, 80 proof",204,Total Fat,0
14050,"Alcoholic beverage, distilled, rum, 80 proof",601,Cholesterol,0
14050,"Alcoholic beverage, distilled, rum, 80 proof",606,"Fatty acids, total saturated",0
14050,"Alcoholic beverage, distilled, rum, 80 proof",645,"Fatty acids, total monounsaturated",0
14050,"Alcoholic beverage, distilled, rum, 80 proof",646,"Fatty acids, total polyunsaturated",0
14055,"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",204,Total Fat,13.46
14055,"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",601,Cholesterol,6
14055,"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",606,"Fatty acids, total saturated",1.333
14055,"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",645,"Fatty acids, total monounsaturated",8.93
14055,"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",646,"Fatty acids, total polyunsaturated",1.049
14056,"Beverages, Acai berry drink, fortified",204,Total Fat,0.83
14056,"Beverages, Acai berry drink, fortified",601,Cholesterol,0
14056,"Beverages, Acai berry drink, fortified",606,"Fatty acids, total saturated",0
14056,"Beverages, Acai berry drink, fortified",645,"Fatty acids, total monounsaturated",0
14056,"Beverages, Acai berry drink, fortified",646,"Fatty acids, total polyunsaturated",0
14057,"Alcoholic beverage, wine, dessert, sweet",204,Total Fat,0
14057,"Alcoholic beverage, wine, dessert, sweet",601,Cholesterol,0
14057,"Alcoholic beverage, wine, dessert, sweet",606,"Fatty acids, total saturated",0
14057,"Alcoholic beverage, wine, dessert, sweet",645,"Fatty acids, total monounsaturated",0
14057,"Alcoholic beverage, wine, dessert, sweet",646,"Fatty acids, total polyunsaturated",0
14058,"Beverages, Whey protein powder isolate",204,Total Fat,1.16
14058,"Beverages, Whey protein powder isolate",601,Cholesterol,12
14058,"Beverages, Whey protein powder isolate",606,"Fatty acids, total saturated",0.581
14058,"Beverages, Whey protein powder isolate",645,"Fatty acids, total monounsaturated",0.149
14058,"Beverages, Whey protein powder isolate",646,"Fatty acids, total polyunsaturated",0.021
14059,"Beverages, KELLOGG'S, SPECIAL K Protein Shake",204,Total Fat,1.6
14059,"Beverages, KELLOGG'S, SPECIAL K Protein Shake",601,Cholesterol,4
14059,"Beverages, KELLOGG'S, SPECIAL K Protein Shake",606,"Fatty acids, total saturated",0.208
14059,"Beverages, KELLOGG'S, SPECIAL K Protein Shake",645,"Fatty acids, total monounsaturated",0.834
14059,"Beverages, KELLOGG'S, SPECIAL K Protein Shake",646,"Fatty acids, total polyunsaturated",0.521
14060,"Beverages, Energy Drink with carbonated water and high fructose corn syrup",204,Total Fat,0
14060,"Beverages, Energy Drink with carbonated water and high fructose corn syrup",601,Cholesterol,0
14060,"Beverages, Energy Drink with carbonated water and high fructose corn syrup",606,"Fatty acids, total saturated",0
14060,"Beverages, Energy Drink with carbonated water and high fructose corn syrup",645,"Fatty acids, total monounsaturated",0
14060,"Beverages, Energy Drink with carbonated water and high fructose corn syrup",646,"Fatty acids, total polyunsaturated",0
14061,"Beverages, Energy Drink, sugar free",204,Total Fat,0
14061,"Beverages, Energy Drink, sugar free",601,Cholesterol,0
14061,"Beverages, Energy Drink, sugar free",606,"Fatty acids, total saturated",0
14061,"Beverages, Energy Drink, sugar free",645,"Fatty acids, total monounsaturated",0
14061,"Beverages, Energy Drink, sugar free",646,"Fatty acids, total polyunsaturated",0
14062,"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",204,Total Fat,2.53
14062,"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",601,Cholesterol,2
14062,"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",606,"Fatty acids, total saturated",0.422
14062,"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",645,"Fatty acids, total monounsaturated",0.844
14062,"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",646,"Fatty acids, total polyunsaturated",1.266
14063,"Beverages, chocolate powder, no sugar added",204,Total Fat,4.5
14063,"Beverages, chocolate powder, no sugar added",601,Cholesterol,0
14063,"Beverages, chocolate powder, no sugar added",606,"Fatty acids, total saturated",0
14063,"Beverages, chocolate powder, no sugar added",645,"Fatty acids, total monounsaturated",2.119
14063,"Beverages, chocolate powder, no sugar added",646,"Fatty acids, total polyunsaturated",1.831
14064,"Beverages, Orange juice, light, No pulp",204,Total Fat,0
14064,"Beverages, Orange juice, light, No pulp",601,Cholesterol,0
14064,"Beverages, Orange juice, light, No pulp",606,"Fatty acids, total saturated",0
14064,"Beverages, Orange juice, light, No pulp",645,"Fatty acids, total monounsaturated",0
14064,"Beverages, Orange juice, light, No pulp",646,"Fatty acids, total polyunsaturated",0
14065,"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",204,Total Fat,0
14065,"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",601,Cholesterol,0
14065,"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",606,"Fatty acids, total saturated",0
14065,"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",645,"Fatty acids, total monounsaturated",0
14065,"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",646,"Fatty acids, total polyunsaturated",0
14066,"Beverages, Protein powder whey based",204,Total Fat,1.56
14066,"Beverages, Protein powder whey based",601,Cholesterol,16
14066,"Beverages, Protein powder whey based",606,"Fatty acids, total saturated",0.781
14066,"Beverages, Protein powder whey based",645,"Fatty acids, total monounsaturated",0.158
14066,"Beverages, Protein powder whey based",646,"Fatty acids, total polyunsaturated",0.299
14067,"Beverages, Protein powder soy based",204,Total Fat,5.56
14067,"Beverages, Protein powder soy based",601,Cholesterol,0
14067,"Beverages, Protein powder soy based",606,"Fatty acids, total saturated",1.111
14067,"Beverages, Protein powder soy based",645,"Fatty acids, total monounsaturated",1.057
14067,"Beverages, Protein powder soy based",646,"Fatty acids, total polyunsaturated",2.701
14068,"Beverages, KELLOGG'S SPECIAL K20 protein powder",204,Total Fat,0.6
14068,"Beverages, KELLOGG'S SPECIAL K20 protein powder",601,Cholesterol,4
14068,"Beverages, KELLOGG'S SPECIAL K20 protein powder",606,"Fatty acids, total saturated",0.236
14068,"Beverages, KELLOGG'S SPECIAL K20 protein powder",645,"Fatty acids, total monounsaturated",0.146
14068,"Beverages, KELLOGG'S SPECIAL K20 protein powder",646,"Fatty acids, total polyunsaturated",0.4
14079,"Beverages, yellow green colored citrus soft drink with caffeine",204,Total Fat,0
14079,"Beverages, yellow green colored citrus soft drink with caffeine",601,Cholesterol,0
14079,"Beverages, yellow green colored citrus soft drink with caffeine",606,"Fatty acids, total saturated",0
14079,"Beverages, yellow green colored citrus soft drink with caffeine",645,"Fatty acids, total monounsaturated",0
14079,"Beverages, yellow green colored citrus soft drink with caffeine",646,"Fatty acids, total polyunsaturated",0
14084,"Alcoholic beverage, wine, table, all",204,Total Fat,0
14084,"Alcoholic beverage, wine, table, all",601,Cholesterol,0
14084,"Alcoholic beverage, wine, table, all",606,"Fatty acids, total saturated",0
14084,"Alcoholic beverage, wine, table, all",645,"Fatty acids, total monounsaturated",0
14084,"Alcoholic beverage, wine, table, all",646,"Fatty acids, total polyunsaturated",0
14090,"Beverages, Coconut water, ready-to-drink, unsweetened",204,Total Fat,0
14090,"Beverages, Coconut water, ready-to-drink, unsweetened",601,Cholesterol,0
14090,"Beverages, Coconut water, ready-to-drink, unsweetened",606,"Fatty acids, total saturated",0
14090,"Beverages, Coconut water, ready-to-drink, unsweetened",645,"Fatty acids, total monounsaturated",0
14090,"Beverages, Coconut water, ready-to-drink, unsweetened",646,"Fatty acids, total polyunsaturated",0
14091,"Almond milk, unsweetened, plain, shelf stable",204,Total Fat,1.22
14091,"Almond milk, unsweetened, plain, shelf stable",601,Cholesterol,0
14091,"Almond milk, unsweetened, plain, shelf stable",606,"Fatty acids, total saturated",0.104
14091,"Almond milk, unsweetened, plain, shelf stable",645,"Fatty acids, total monounsaturated",0.729
14091,"Almond milk, unsweetened, plain, shelf stable",646,"Fatty acids, total polyunsaturated",0.276
14093,"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified",204,Total Fat,0
14093,"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified",601,Cholesterol,0
14093,"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified",606,"Fatty acids, total saturated",0
14093,"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified",645,"Fatty acids, total monounsaturated",0
14093,"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified",646,"Fatty acids, total polyunsaturated",0
14096,"Alcoholic beverage, wine, table, red",204,Total Fat,0
14096,"Alcoholic beverage, wine, table, red",601,Cholesterol,0
14096,"Alcoholic beverage, wine, table, red",606,"Fatty acids, total saturated",0
14096,"Alcoholic beverage, wine, table, red",645,"Fatty acids, total monounsaturated",0
14096,"Alcoholic beverage, wine, table, red",646,"Fatty acids, total polyunsaturated",0
14106,"Alcoholic beverage, wine, table, white",204,Total Fat,0
14106,"Alcoholic beverage, wine, table, white",601,Cholesterol,0
14106,"Alcoholic beverage, wine, table, white",606,"Fatty acids, total saturated",0
14106,"Alcoholic beverage, wine, table, white",645,"Fatty acids, total monounsaturated",0
14106,"Alcoholic beverage, wine, table, white",646,"Fatty acids, total polyunsaturated",0
14119,"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",204,Total Fat,0.01
14119,"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",601,Cholesterol,0
14119,"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",606,"Fatty acids, total saturated",0
14119,"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",645,"Fatty acids, total monounsaturated",0
14119,"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",646,"Fatty acids, total polyunsaturated",0
14121,"Beverages, carbonated, club soda",204,Total Fat,0
14121,"Beverages, carbonated, club soda",601,Cholesterol,0
14121,"Beverages, carbonated, club soda",606,"Fatty acids, total saturated",0
14121,"Beverages, carbonated, club soda",645,"Fatty acids, total monounsaturated",0
14121,"Beverages, carbonated, club soda",646,"Fatty acids, total polyunsaturated",0
14130,"Carbonated beverage, cream soda",204,Total Fat,0
14130,"Carbonated beverage, cream soda",601,Cholesterol,0
14130,"Carbonated beverage, cream soda",606,"Fatty acids, total saturated",0
14130,"Carbonated beverage, cream soda",645,"Fatty acids, total monounsaturated",0
14130,"Carbonated beverage, cream soda",646,"Fatty acids, total polyunsaturated",0
14136,"Beverages, carbonated, ginger ale",204,Total Fat,0
14136,"Beverages, carbonated, ginger ale",601,Cholesterol,0
14136,"Beverages, carbonated, ginger ale",606,"Fatty acids, total saturated",0
14136,"Beverages, carbonated, ginger ale",645,"Fatty acids, total monounsaturated",0
14136,"Beverages, carbonated, ginger ale",646,"Fatty acids, total polyunsaturated",0
14143,"Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine",204,Total Fat,0
14143,"Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine",601,Cholesterol,0
14143,"Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine",606,"Fatty acids, total saturated",0
14143,"Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine",645,"Fatty acids, total monounsaturated",0
14143,"Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine",646,"Fatty acids, total polyunsaturated",0
14145,"Beverages, carbonated, SPRITE, lemon-lime, without caffeine",204,Total Fat,0.02
14145,"Beverages, carbonated, SPRITE, lemon-lime, without caffeine",601,Cholesterol,0
14145,"Beverages, carbonated, SPRITE, lemon-lime, without caffeine",606,"Fatty acids, total saturated",0
14145,"Beverages, carbonated, SPRITE, lemon-lime, without caffeine",645,"Fatty acids, total monounsaturated",0
14145,"Beverages, carbonated, SPRITE, lemon-lime, without caffeine",646,"Fatty acids, total polyunsaturated",0
14146,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine",204,Total Fat,0
14146,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine",601,Cholesterol,0
14146,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine",606,"Fatty acids, total saturated",0
