Ingredient code,Ingredient despcription,Nutrient code,Nutrient description ,Nutrient value
12632,"Nuts, macadamia nuts, dry roasted, with salt added",606,"Fatty acids, total saturated",11.947
12632,"Nuts, macadamia nuts, dry roasted, with salt added",645,"Fatty acids, total monounsaturated",59.275
12632,"Nuts, macadamia nuts, dry roasted, with salt added",646,"Fatty acids, total polyunsaturated",1.498
12695,"Nuts, almond butter, plain, with salt added",204,Total Fat,55.5
12695,"Nuts, almond butter, plain, with salt added",601,Cholesterol,0
12695,"Nuts, almond butter, plain, with salt added",606,"Fatty acids, total saturated",6.55
12695,"Nuts, almond butter, plain, with salt added",645,"Fatty acids, total monounsaturated",32.445
12695,"Nuts, almond butter, plain, with salt added",646,"Fatty acids, total polyunsaturated",13.613
13020,"Beef, retail cuts, separable fat, cooked",204,Total Fat,70.33
13020,"Beef, retail cuts, separable fat, cooked",601,Cholesterol,95
13020,"Beef, retail cuts, separable fat, cooked",606,"Fatty acids, total saturated",28.5
13020,"Beef, retail cuts, separable fat, cooked",645,"Fatty acids, total monounsaturated",30.45
13020,"Beef, retail cuts, separable fat, cooked",646,"Fatty acids, total polyunsaturated",2.66
13068,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",204,Total Fat,6.29
13068,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",601,Cholesterol,69
13068,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",606,"Fatty acids, total saturated",2.612
13068,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",645,"Fatty acids, total monounsaturated",2.477
13068,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",646,"Fatty acids, total polyunsaturated",0.259
13069,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",204,Total Fat,13
13069,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",601,Cholesterol,71
13069,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",606,"Fatty acids, total saturated",5.54
13069,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",645,"Fatty acids, total monounsaturated",5.44
13069,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",646,"Fatty acids, total polyunsaturated",0.39
13285,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",204,Total Fat,10.46
13285,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",601,Cholesterol,104
13285,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",606,"Fatty acids, total saturated",4.002
13285,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",645,"Fatty acids, total monounsaturated",5.068
13285,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",646,"Fatty acids, total polyunsaturated",0.519
13317,"Beef, ground, patties, frozen, cooked, broiled",204,Total Fat,21.83
13317,"Beef, ground, patties, frozen, cooked, broiled",601,Cholesterol,84
13317,"Beef, ground, patties, frozen, cooked, broiled",606,"Fatty acids, total saturated",8.805
13317,"Beef, ground, patties, frozen, cooked, broiled",645,"Fatty acids, total monounsaturated",9.358
13317,"Beef, ground, patties, frozen, cooked, broiled",646,"Fatty acids, total polyunsaturated",0.656
13320,"Beef, variety meats and by-products, brain, cooked, simmered",204,Total Fat,10.53
13320,"Beef, variety meats and by-products, brain, cooked, simmered",601,Cholesterol,3100
13320,"Beef, variety meats and by-products, brain, cooked, simmered",606,"Fatty acids, total saturated",2.394
13320,"Beef, variety meats and by-products, brain, cooked, simmered",645,"Fatty acids, total monounsaturated",1.882
13320,"Beef, variety meats and by-products, brain, cooked, simmered",646,"Fatty acids, total polyunsaturated",1.632
13322,"Beef, variety meats and by-products, heart, cooked, simmered",204,Total Fat,4.73
13322,"Beef, variety meats and by-products, heart, cooked, simmered",601,Cholesterol,212
13322,"Beef, variety meats and by-products, heart, cooked, simmered",606,"Fatty acids, total saturated",1.404
13322,"Beef, variety meats and by-products, heart, cooked, simmered",645,"Fatty acids, total monounsaturated",1.011
13322,"Beef, variety meats and by-products, heart, cooked, simmered",646,"Fatty acids, total polyunsaturated",0.985
13324,"Beef, variety meats and by-products, kidneys, cooked, simmered",204,Total Fat,4.65
13324,"Beef, variety meats and by-products, kidneys, cooked, simmered",601,Cholesterol,716
13324,"Beef, variety meats and by-products, kidneys, cooked, simmered",606,"Fatty acids, total saturated",1.439
13324,"Beef, variety meats and by-products, kidneys, cooked, simmered",645,"Fatty acids, total monounsaturated",0.96
13324,"Beef, variety meats and by-products, kidneys, cooked, simmered",646,"Fatty acids, total polyunsaturated",1.138
13326,"Beef, variety meats and by-products, liver, cooked, braised",204,Total Fat,5.26
13326,"Beef, variety meats and by-products, liver, cooked, braised",601,Cholesterol,396
13326,"Beef, variety meats and by-products, liver, cooked, braised",606,"Fatty acids, total saturated",2.947
13326,"Beef, variety meats and by-products, liver, cooked, braised",645,"Fatty acids, total monounsaturated",1.124
13326,"Beef, variety meats and by-products, liver, cooked, braised",646,"Fatty acids, total polyunsaturated",1.109
13327,"Beef, variety meats and by-products, liver, cooked, pan-fried",204,Total Fat,4.68
13327,"Beef, variety meats and by-products, liver, cooked, pan-fried",601,Cholesterol,381
13327,"Beef, variety meats and by-products, liver, cooked, pan-fried",606,"Fatty acids, total saturated",2.53
13327,"Beef, variety meats and by-products, liver, cooked, pan-fried",645,"Fatty acids, total monounsaturated",1.106
13327,"Beef, variety meats and by-products, liver, cooked, pan-fried",646,"Fatty acids, total polyunsaturated",1.021
13340,"Beef, variety meats and by-products, tongue, cooked, simmered",204,Total Fat,22.3
13340,"Beef, variety meats and by-products, tongue, cooked, simmered",601,Cholesterol,132
13340,"Beef, variety meats and by-products, tongue, cooked, simmered",606,"Fatty acids, total saturated",8.125
13340,"Beef, variety meats and by-products, tongue, cooked, simmered",645,"Fatty acids, total monounsaturated",10.102
13340,"Beef, variety meats and by-products, tongue, cooked, simmered",646,"Fatty acids, total polyunsaturated",0.746
13341,"Beef, variety meats and by-products, tripe, raw",204,Total Fat,3.69
13341,"Beef, variety meats and by-products, tripe, raw",601,Cholesterol,122
13341,"Beef, variety meats and by-products, tripe, raw",606,"Fatty acids, total saturated",1.291
13341,"Beef, variety meats and by-products, tripe, raw",645,"Fatty acids, total monounsaturated",1.533
13341,"Beef, variety meats and by-products, tripe, raw",646,"Fatty acids, total polyunsaturated",0.18
13345,"Beef, cured, breakfast strips, cooked",204,Total Fat,34.4
13345,"Beef, cured, breakfast strips, cooked",601,Cholesterol,119
13345,"Beef, cured, breakfast strips, cooked",606,"Fatty acids, total saturated",14.35
13345,"Beef, cured, breakfast strips, cooked",645,"Fatty acids, total monounsaturated",16.85
13345,"Beef, cured, breakfast strips, cooked",646,"Fatty acids, total polyunsaturated",1.58
13347,"Beef, cured, corned beef, brisket, cooked",204,Total Fat,18.98
13347,"Beef, cured, corned beef, brisket, cooked",601,Cholesterol,98
13347,"Beef, cured, corned beef, brisket, cooked",606,"Fatty acids, total saturated",6.34
13347,"Beef, cured, corned beef, brisket, cooked",645,"Fatty acids, total monounsaturated",9.22
13347,"Beef, cured, corned beef, brisket, cooked",646,"Fatty acids, total polyunsaturated",0.67
13348,"Beef, cured, corned beef, canned",204,Total Fat,14.93
13348,"Beef, cured, corned beef, canned",601,Cholesterol,86
13348,"Beef, cured, corned beef, canned",606,"Fatty acids, total saturated",6.18
13348,"Beef, cured, corned beef, canned",645,"Fatty acids, total monounsaturated",5.96
13348,"Beef, cured, corned beef, canned",646,"Fatty acids, total polyunsaturated",0.63
13350,"Beef, cured, dried",204,Total Fat,1.94
13350,"Beef, cured, dried",601,Cholesterol,79
13350,"Beef, cured, dried",606,"Fatty acids, total saturated",0.95
13350,"Beef, cured, dried",645,"Fatty acids, total monounsaturated",0.84
13350,"Beef, cured, dried",646,"Fatty acids, total polyunsaturated",0.07
13355,"Beef, cured, pastrami",204,Total Fat,5.82
13355,"Beef, cured, pastrami",601,Cholesterol,68
13355,"Beef, cured, pastrami",606,"Fatty acids, total saturated",2.681
13355,"Beef, cured, pastrami",645,"Fatty acids, total monounsaturated",2.118
13355,"Beef, cured, pastrami",646,"Fatty acids, total polyunsaturated",0.145
13364,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",204,Total Fat,8.37
13364,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",601,Cholesterol,90
13364,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",606,"Fatty acids, total saturated",3.247
13364,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",645,"Fatty acids, total monounsaturated",3.909
13364,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",646,"Fatty acids, total polyunsaturated",0.419
13367,"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",204,Total Fat,19.52
13367,"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",601,Cholesterol,93
13367,"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",606,"Fatty acids, total saturated",7.53
13367,"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",645,"Fatty acids, total monounsaturated",8.68
13367,"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",646,"Fatty acids, total polyunsaturated",0.67
13368,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",204,Total Fat,10.08
13368,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",601,Cholesterol,93
13368,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",606,"Fatty acids, total saturated",3.63
13368,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",645,"Fatty acids, total monounsaturated",4.65
13368,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",646,"Fatty acids, total polyunsaturated",0.3
13382,"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",204,Total Fat,13.3
13382,"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",601,Cholesterol,106
13382,"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",606,"Fatty acids, total saturated",5.16
13382,"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",645,"Fatty acids, total monounsaturated",5.73
13382,"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",646,"Fatty acids, total polyunsaturated",0.44
13442,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",204,Total Fat,8.32
13442,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",601,Cholesterol,93
13442,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",606,"Fatty acids, total saturated",3.296
13442,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",645,"Fatty acids, total monounsaturated",3.728
13442,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",646,"Fatty acids, total polyunsaturated",0.593
13465,"Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8"" fat, all grades, cooked, grilled",204,Total Fat,10.32
13465,"Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8"" fat, all grades, cooked, grilled",601,Cholesterol,82
13465,"Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8"" fat, all grades, cooked, grilled",606,"Fatty acids, total saturated",4.026
13465,"Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8"" fat, all grades, cooked, grilled",645,"Fatty acids, total monounsaturated",4.516
13465,"Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8"" fat, all grades, cooked, grilled",646,"Fatty acids, total polyunsaturated",0.513
13796,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",204,Total Fat,16.59
13796,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",601,Cholesterol,87
13796,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",606,"Fatty acids, total saturated",6.782
13796,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",645,"Fatty acids, total monounsaturated",7.407
13796,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",646,"Fatty acids, total polyunsaturated",0.733
13814,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",204,Total Fat,18.5
13814,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",601,Cholesterol,119
13814,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",606,"Fatty acids, total saturated",7.337
13814,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",645,"Fatty acids, total monounsaturated",7.969
13814,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",646,"Fatty acids, total polyunsaturated",0.704
13816,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",204,Total Fat,25.12
13816,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",601,Cholesterol,104
13816,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",606,"Fatty acids, total saturated",10
13816,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",645,"Fatty acids, total monounsaturated",10.86
13816,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",646,"Fatty acids, total polyunsaturated",0.9
13840,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",204,Total Fat,28.51
13840,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",601,Cholesterol,85
13840,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",606,"Fatty acids, total saturated",11.5
13840,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",645,"Fatty acids, total monounsaturated",12.2
13840,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",646,"Fatty acids, total polyunsaturated",0.99
13851,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",204,Total Fat,20.04
13851,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",601,Cholesterol,97
13851,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",606,"Fatty acids, total saturated",7.894
13851,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",645,"Fatty acids, total monounsaturated",8.355
13851,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",646,"Fatty acids, total polyunsaturated",0.762
13864,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",204,Total Fat,11.92
13864,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",601,Cholesterol,62
13864,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",606,"Fatty acids, total saturated",4.63
13864,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",645,"Fatty acids, total monounsaturated",5.14
13864,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",646,"Fatty acids, total polyunsaturated",0.46
13865,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",204,Total Fat,12.98
13865,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",601,Cholesterol,79
13865,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",606,"Fatty acids, total saturated",4.9
13865,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",645,"Fatty acids, total monounsaturated",5.56
13865,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",646,"Fatty acids, total polyunsaturated",0.52
13886,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",204,Total Fat,12.34
13886,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",601,Cholesterol,82
13886,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",606,"Fatty acids, total saturated",4.63
13886,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",645,"Fatty acids, total monounsaturated",5.11
13886,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",646,"Fatty acids, total polyunsaturated",0.48
13892,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",204,Total Fat,10.13
13892,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",601,Cholesterol,90
13892,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",606,"Fatty acids, total saturated",3.78
13892,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",645,"Fatty acids, total monounsaturated",4.15
13892,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",646,"Fatty acids, total polyunsaturated",0.42
13893,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",204,Total Fat,9
13893,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",601,Cholesterol,90
13893,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",606,"Fatty acids, total saturated",3.415
13893,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",645,"Fatty acids, total monounsaturated",3.837
13893,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",646,"Fatty acids, total polyunsaturated",0.367
13910,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",204,Total Fat,16.78
13910,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",601,Cholesterol,88
13910,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",606,"Fatty acids, total saturated",6.608
13910,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",645,"Fatty acids, total monounsaturated",6.993
13910,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",646,"Fatty acids, total polyunsaturated",0.621
13928,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",204,Total Fat,26.67
13928,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",601,Cholesterol,88
13928,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",606,"Fatty acids, total saturated",10.63
13928,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",645,"Fatty acids, total monounsaturated",11.01
13928,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",646,"Fatty acids, total polyunsaturated",1.03
13959,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",204,Total Fat,4.28
13959,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",601,Cholesterol,86
13959,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",606,"Fatty acids, total saturated",1.788
13959,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",645,"Fatty acids, total monounsaturated",2.056
13959,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",646,"Fatty acids, total polyunsaturated",0.331
14003,"Alcoholic beverage, beer, regular, all",204,Total Fat,0
14003,"Alcoholic beverage, beer, regular, all",601,Cholesterol,0
14003,"Alcoholic beverage, beer, regular, all",606,"Fatty acids, total saturated",0
14003,"Alcoholic beverage, beer, regular, all",645,"Fatty acids, total monounsaturated",0
14003,"Alcoholic beverage, beer, regular, all",646,"Fatty acids, total polyunsaturated",0
14006,"Alcoholic beverage, beer, light",204,Total Fat,0
14006,"Alcoholic beverage, beer, light",601,Cholesterol,0
14006,"Alcoholic beverage, beer, light",606,"Fatty acids, total saturated",0
14006,"Alcoholic beverage, beer, light",645,"Fatty acids, total monounsaturated",0
14006,"Alcoholic beverage, beer, light",646,"Fatty acids, total polyunsaturated",0
14013,"Alcoholic beverage, beer, light, low carb",204,Total Fat,0
14013,"Alcoholic beverage, beer, light, low carb",601,Cholesterol,0
14013,"Alcoholic beverage, beer, light, low carb",606,"Fatty acids, total saturated",0
14013,"Alcoholic beverage, beer, light, low carb",645,"Fatty acids, total monounsaturated",0
14013,"Alcoholic beverage, beer, light, low carb",646,"Fatty acids, total polyunsaturated",0
14021,"Beverages,  Energy drink, Citrus",204,Total Fat,0
14021,"Beverages,  Energy drink, Citrus",601,Cholesterol,0
14021,"Beverages,  Energy drink, Citrus",606,"Fatty acids, total saturated",0
14021,"Beverages,  Energy drink, Citrus",645,"Fatty acids, total monounsaturated",0
14021,"Beverages,  Energy drink, Citrus",646,"Fatty acids, total polyunsaturated",0
14022,"Beverages, MONSTER energy drink, low carb",204,Total Fat,0
14022,"Beverages, MONSTER energy drink, low carb",601,Cholesterol,0
14022,"Beverages, MONSTER energy drink, low carb",606,"Fatty acids, total saturated",0
14022,"Beverages, MONSTER energy drink, low carb",645,"Fatty acids, total monounsaturated",0
14022,"Beverages, MONSTER energy drink, low carb",646,"Fatty acids, total polyunsaturated",0
14026,"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",204,Total Fat,0
14026,"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",601,Cholesterol,0
14026,"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",606,"Fatty acids, total saturated",0
14026,"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",645,"Fatty acids, total monounsaturated",0
14026,"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",646,"Fatty acids, total polyunsaturated",0
14028,"Beverages, Whiskey sour mix, bottled",204,Total Fat,0.1
14028,"Beverages, Whiskey sour mix, bottled",601,Cholesterol,0
14028,"Beverages, Whiskey sour mix, bottled",606,"Fatty acids, total saturated",0.008
14028,"Beverages, Whiskey sour mix, bottled",645,"Fatty acids, total monounsaturated",0.002
14028,"Beverages, Whiskey sour mix, bottled",646,"Fatty acids, total polyunsaturated",0.02
14030,"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",204,Total Fat,0
14030,"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",601,Cholesterol,0
14030,"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",606,"Fatty acids, total saturated",0
14030,"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",645,"Fatty acids, total monounsaturated",0
14030,"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",646,"Fatty acids, total polyunsaturated",0
14033,"Beverages, ABBOTT, EAS whey protein powder",204,Total Fat,5.13
14033,"Beverages, ABBOTT, EAS whey protein powder",601,Cholesterol,205
14033,"Beverages, ABBOTT, EAS whey protein powder",606,"Fatty acids, total saturated",2.564
14033,"Beverages, ABBOTT, EAS whey protein powder",645,"Fatty acids, total monounsaturated",0.281
14033,"Beverages, ABBOTT, EAS whey protein powder",646,"Fatty acids, total polyunsaturated",0.926
14034,"Alcoholic beverage, creme de menthe, 72 proof",204,Total Fat,0.3
14034,"Alcoholic beverage, creme de menthe, 72 proof",601,Cholesterol,0
14034,"Alcoholic beverage, creme de menthe, 72 proof",606,"Fatty acids, total saturated",0.014
14034,"Alcoholic beverage, creme de menthe, 72 proof",645,"Fatty acids, total monounsaturated",0.015
14034,"Alcoholic beverage, creme de menthe, 72 proof",646,"Fatty acids, total polyunsaturated",0.167
14035,"Beverages, ABBOTT, EAS soy protein powder",204,Total Fat,3.57
14035,"Beverages, ABBOTT, EAS soy protein powder",601,Cholesterol,0
14035,"Beverages, ABBOTT, EAS soy protein powder",606,"Fatty acids, total saturated",0
14035,"Beverages, ABBOTT, EAS soy protein powder",645,"Fatty acids, total monounsaturated",0.644
14035,"Beverages, ABBOTT, EAS soy protein powder",646,"Fatty acids, total polyunsaturated",1.956
14036,"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",204,Total Fat,2.17
14036,"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",601,Cholesterol,2
14036,"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",606,"Fatty acids, total saturated",0.362
14036,"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",645,"Fatty acids, total monounsaturated",1.449
14036,"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",646,"Fatty acids, total polyunsaturated",0.362
14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",204,Total Fat,0
14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",601,Cholesterol,0
14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",606,"Fatty acids, total saturated",0
14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",645,"Fatty acids, total monounsaturated",0
14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",646,"Fatty acids, total polyunsaturated",0
14038,"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",204,Total Fat,0
14038,"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",601,Cholesterol,0
14038,"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",606,"Fatty acids, total saturated",0
14038,"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",645,"Fatty acids, total monounsaturated",0
14038,"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",646,"Fatty acids, total polyunsaturated",0
